model,problem,level,Average accuracy,Failure,weighted_accuracy,weighted_failed,complexity,lvl_correctness,is_close
Mistral-7b,bspResults,Lvl 7,0.3,0.2,0.038181818181818185,0.02,P,"[False, False, 'failed', False, True, 'failed', False, True, True, False]",False
Mistral-7b,bspResults,Lvl 8,0.1,0.2,0.014545454545454545,0.02,P,"[False, 'failed', True, 'failed', False, False, False, False, False, False]",False
Mistral-7b,bspResults,Lvl 9,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,bspResults,Lvl 10,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",False
MPT-30b,sppResults,Lvl 1,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 2,0.0,0.6,0.0,0.06,P,"['failed', 'failed', False, False, 'failed', 'failed', False, 'failed', 'failed', False]",False
MPT-30b,sppResults,Lvl 3,0.0,0.9,0.0,0.09,P,"[False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 4,0.0,0.9,0.0,0.09,P,"['failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 5,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 6,0.0,0.8,0.0,0.08,P,"['failed', 'failed', 'failed', False, 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 7,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
MPT-30b,sppResults,Lvl 8,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed']",False
MPT-30b,sppResults,Lvl 9,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
MPT-30b,sppResults,Lvl 10,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,bspResults,Lvl 1,0.0,0.6,0.0,0.06,P,"['failed', 'failed', False, False, 'failed', 'failed', False, False, 'failed', 'failed']",False
Vicuna-13b,bspResults,Lvl 2,0.3,0.4,0.010909090909090908,0.04,P,"[False, 'failed', False, True, 'failed', False, 'failed', True, True, 'failed']",False
Vicuna-13b,bspResults,Lvl 3,0.1,0.6,0.005454545454545455,0.06,P,"['failed', 'failed', False, 'failed', False, True, False, 'failed', 'failed', 'failed']",False
Vicuna-13b,bspResults,Lvl 4,0.0,0.8,0.0,0.08,P,"['failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
Vicuna-13b,bspResults,Lvl 5,0.2,0.4,0.01818181818181818,0.04,P,"['failed', False, True, 'failed', False, True, 'failed', False, False, 'failed']",False
Vicuna-13b,bspResults,Lvl 6,0.0,0.4,0.0,0.04,P,"[False, False, 'failed', False, False, 'failed', False, 'failed', False, 'failed']",False
Vicuna-13b,bspResults,Lvl 7,0.1,0.5,0.012727272727272728,0.05,P,"[False, 'failed', False, True, 'failed', False, 'failed', 'failed', False, 'failed']",False
Vicuna-13b,bspResults,Lvl 8,0.0,0.5,0.0,0.05,P,"[False, False, False, 'failed', False, False, 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,bspResults,Lvl 9,0.4,0.1,0.06545454545454546,0.01,P,"[False, True, True, False, False, True, False, True, False, 'failed']",False
Vicuna-13b,bspResults,Lvl 10,0.0,0.5,0.0,0.05,P,"[False, False, 'failed', 'failed', 'failed', False, 'failed', False, False, 'failed']",False
Yi-34b,gcpResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 4,0.1,0.9,0.007272727272727273,0.09,NP-Hard,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 5,0.1,0.9,0.00909090909090909,0.09,NP-Hard,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,gcpResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Claude Instant,kspResults,Lvl 1,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 2,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 3,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 4,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,kspResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 1,0.6,0.0,0.010909090909090908,0.0,NP-Hard,"[True, False, False, False, True, True, True, False, True, True]",True
GPT 3.5 Turbo,gcpResults,Lvl 2,0.4,0.0,0.014545454545454545,0.0,NP-Hard,"[False, False, False, True, False, False, True, False, True, True]",True
GPT 3.5 Turbo,gcpResults,Lvl 3,0.3,0.0,0.01636363636363636,0.0,NP-Hard,"[False, True, True, False, False, False, True, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 4,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 5,0.2,0.0,0.01818181818181818,0.0,NP-Hard,"[True, True, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 6,0.1,0.0,0.01090909090909091,0.0,NP-Hard,"[False, False, False, True, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 7,0.1,0.0,0.012727272727272728,0.0,NP-Hard,"[False, False, False, False, False, False, False, True, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,gcpResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Mistral-7b,tspResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,tspResults,Lvl 2,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,tspResults,Lvl 3,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",False
Mistral-7b,tspResults,Lvl 4,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, False, False, False, 'failed', False, False, False, False]",False
Mistral-7b,tspResults,Lvl 5,0.0,0.2,0.0,0.02,NP-Hard,"[False, False, False, False, 'failed', False, False, False, False, 'failed']",False
Mistral-7b,tspResults,Lvl 6,0.0,0.3,0.0,0.03,NP-Hard,"['failed', False, False, 'failed', 'failed', False, False, False, False, False]",False
Mistral-7b,tspResults,Lvl 7,0.0,0.8,0.0,0.08,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, False, 'failed']",False
Mistral-7b,tspResults,Lvl 8,0.0,0.8,0.0,0.08,NP-Hard,"['failed', 'failed', False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,tspResults,Lvl 9,0.0,0.7,0.0,0.06999999999999999,NP-Hard,"[False, 'failed', 'failed', False, False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
Mistral-7b,tspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,tsp_d_Results,Lvl 1,0.4,0.0,0.007272727272727273,0.0,NP-Complete,"[False, False, True, True, True, True, False, False, False, False]",False
Yi-34b,tsp_d_Results,Lvl 2,0.6,0.0,0.021818181818181816,0.0,NP-Complete,"[True, False, False, True, True, True, True, False, False, True]",False
Yi-34b,tsp_d_Results,Lvl 3,0.2,0.0,0.01090909090909091,0.0,NP-Complete,"[False, False, True, False, False, False, False, False, True, False]",False
Yi-34b,tsp_d_Results,Lvl 4,0.6,0.0,0.04363636363636363,0.0,NP-Complete,"[False, True, True, False, True, True, True, False, False, True]",False
Yi-34b,tsp_d_Results,Lvl 5,0.3,0.0,0.02727272727272727,0.0,NP-Complete,"[False, False, True, False, False, True, False, False, False, True]",False
Yi-34b,tsp_d_Results,Lvl 6,0.5,0.0,0.05454545454545454,0.0,NP-Complete,"[False, False, True, False, True, True, True, True, False, False]",False
Yi-34b,tsp_d_Results,Lvl 7,0.0,0.1,0.0,0.01,NP-Complete,"[False, False, False, False, False, False, 'failed', False, False, False]",False
Yi-34b,tsp_d_Results,Lvl 8,0.6,0.0,0.08727272727272727,0.0,NP-Complete,"[False, False, True, True, True, False, False, True, True, True]",False
Yi-34b,tsp_d_Results,Lvl 9,0.2,0.0,0.03272727272727273,0.0,NP-Complete,"[False, False, True, False, False, False, True, False, False, False]",False
Yi-34b,tsp_d_Results,Lvl 10,0.8,0.0,0.14545454545454545,0.0,NP-Complete,"[True, False, False, True, True, True, True, True, True, True]",False
Vicuna-13b,tspResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 2,0.0,0.8,0.0,0.08,NP-Hard,"['failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 3,0.0,0.9,0.0,0.09,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
Vicuna-13b,tspResults,Lvl 4,0.0,0.7,0.0,0.06999999999999999,NP-Hard,"['failed', False, False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Vicuna-13b,tspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Claude 2,tspResults,Lvl 1,0.6,0.0,0.010909090909090908,0.0,NP-Hard,"[True, False, False, False, True, False, True, True, True, True]",True
Claude 2,tspResults,Lvl 2,0.1,0.0,0.0036363636363636364,0.0,NP-Hard,"[False, False, True, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,NP-Hard,"[True, False, False, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 4,0.0,0.3,0.0,0.03,NP-Hard,"['failed', 'failed', False, False, False, False, False, 'failed', False, False]",True
Claude 2,tspResults,Lvl 5,0.0,0.2,0.0,0.02,NP-Hard,"[False, 'failed', False, False, False, 'failed', False, False, False, False]",True
Claude 2,tspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 8,0.0,0.1,0.0,0.01,NP-Hard,"[False, 'failed', False, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,tspResults,Lvl 10,0.0,0.5,0.0,0.05,NP-Hard,"[False, 'failed', 'failed', 'failed', 'failed', False, False, False, 'failed', False]",True
Phi-1.5,edpResults,Lvl 1,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 2,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 3,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 4,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 5,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 6,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 7,0.0,0.9,0.0,0.09,P,"['failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 8,0.0,0.9,0.0,0.09,P,"[False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,edpResults,Lvl 9,0.0,0.8,0.0,0.08,P,"['failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', 'failed', 'failed', False]",False
Phi-1.5,edpResults,Lvl 10,0.0,1.0,0.0,0.1,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 1,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 2,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 3,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 4,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 5,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 6,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 7,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 8,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 9,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,gcp_d_Results,Lvl 10,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
PaLM 2,mspResults,Lvl 1,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,mspResults,Lvl 2,0.0,0.4,0.0,0.04,NP-Hard,"[False, False, 'failed', False, False, 'failed', 'failed', False, False, 'failed']",True
PaLM 2,mspResults,Lvl 3,0.0,0.3,0.0,0.03,NP-Hard,"['failed', 'failed', False, False, 'failed', False, False, False, False, False]",True
PaLM 2,mspResults,Lvl 4,0.0,0.6,0.0,0.06,NP-Hard,"['failed', False, False, 'failed', 'failed', False, 'failed', False, 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 5,0.0,0.8,0.0,0.08,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', False, False, 'failed', 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
PaLM 2,mspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
GPT 4 Turbo,mspResults,Lvl 1,0.2,0.0,0.0036363636363636364,0.0,NP-Hard,"[False, False, True, False, False, True, False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 2,0.1,0.0,0.0036363636363636364,0.0,NP-Hard,"[True, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,NP-Hard,"[True, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 4,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, False, False, False, False, False, False, 'failed', False]",True
GPT 4 Turbo,mspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 7,0.0,0.3,0.0,0.03,NP-Hard,"['failed', False, 'failed', False, False, False, False, 'failed', False, False]",True
GPT 4 Turbo,mspResults,Lvl 8,0.0,0.3,0.0,0.03,NP-Hard,"['failed', False, False, False, False, False, False, 'failed', False, 'failed']",True
GPT 4 Turbo,mspResults,Lvl 9,0.0,0.1,0.0,0.01,NP-Hard,"[False, False, False, False, False, 'failed', False, False, False, False]",True
GPT 4 Turbo,mspResults,Lvl 10,0.0,0.2,0.0,0.02,NP-Hard,"[False, False, 'failed', False, False, 'failed', False, False, False, False]",True
Yi-34b,gcp_d_Results,Lvl 1,0.8,0.0,0.014545454545454545,0.0,NP-Complete,"[True, True, True, True, False, True, True, True, True, False]",False
Yi-34b,gcp_d_Results,Lvl 2,0.7,0.0,0.025454545454545452,0.0,NP-Complete,"[False, False, True, True, True, True, True, False, True, True]",False
Yi-34b,gcp_d_Results,Lvl 3,0.8,0.0,0.04363636363636364,0.0,NP-Complete,"[False, True, True, True, False, True, True, True, True, True]",False
Yi-34b,gcp_d_Results,Lvl 4,0.6,0.0,0.04363636363636363,0.0,NP-Complete,"[True, True, False, False, True, False, False, True, True, True]",False
Yi-34b,gcp_d_Results,Lvl 5,0.5,0.0,0.045454545454545456,0.0,NP-Complete,"[False, True, True, False, False, False, True, True, False, True]",False
Yi-34b,gcp_d_Results,Lvl 6,0.7,0.0,0.07636363636363636,0.0,NP-Complete,"[True, True, False, True, True, False, True, True, False, True]",False
Yi-34b,gcp_d_Results,Lvl 7,0.3,0.0,0.038181818181818185,0.0,NP-Complete,"[True, False, True, False, False, False, False, True, False, False]",False
Yi-34b,gcp_d_Results,Lvl 8,0.5,0.0,0.07272727272727272,0.0,NP-Complete,"[True, False, False, False, True, True, False, True, True, False]",False
Yi-34b,gcp_d_Results,Lvl 9,0.3,0.0,0.04909090909090909,0.0,NP-Complete,"[False, False, False, True, True, False, False, False, False, True]",False
Yi-34b,gcp_d_Results,Lvl 10,0.3,0.0,0.05454545454545454,0.0,NP-Complete,"[False, False, True, False, False, False, True, False, True, False]",False
Yi-34b,kspResults,Lvl 1,0.0,0.1,0.0,0.01,NP-Complete,"['failed', False, False, False, False, False, False, False, False, False]",False
Yi-34b,kspResults,Lvl 2,0.0,0.6,0.0,0.06,NP-Complete,"[False, 'failed', 'failed', False, False, 'failed', 'failed', False, 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 6,0.0,0.9,0.0,0.09,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
Yi-34b,kspResults,Lvl 7,0.0,0.9,0.0,0.09,NP-Complete,"['failed', False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,kspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 1,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 2,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 3,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 4,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 5,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 6,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 7,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 8,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 9,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tsp_d_Results,Lvl 10,0.0,1.0,0.0,0.1,NP-Complete,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Claude Instant,gcpResults,Lvl 1,0.1,0.0,0.0018181818181818182,0.0,NP-Hard,"[False, False, False, False, False, False, True, False, False, False]",True
Claude Instant,gcpResults,Lvl 2,0.1,0.0,0.0036363636363636364,0.0,NP-Hard,"[False, False, False, True, False, False, False, False, False, False]",True
